spt_objectid,t,population
600,6,4380.12923223
600,7,4546.55086974
600,8,4719.2956452
600,9,4898.60380428
600,10,5084.72472067
601,1,4287.76644443
601,2,4459.11741014
601,3,4637.31603274
601,4,4822.63596348
601,5,5015.36178945
601,6,5215.78947065
601,7,5424.22679445
601,8,5640.99384822
601,9,5866.42351095
601,10,6100.86196437
602,1,3901.20257239
602,2,4050.93998159
602,3,4206.42466776
602,4,4367.87722503
602,5,4535.52671445
602,6,4709.61098897
602,7,4890.37703091
602,8,5078.08130236
602,9,5272.99010901
602,10,5475.37997804
603,1,3062.94373866
603,2,3161.99000546
603,3,3264.2391267
603,4,3369.79467294
603,5,3478.76356389
603,6,3591.25617671
603,7,3707.38645783
603,8,3827.27203835
603,9,3951.03435323
603,10,4078.79876422
604,1,1148.35256405
604,2,1197.74169968
604,3,1249.25499718
604,4,1302.98381395
604,5,1359.02343656
604,6,1417.47324975
604,7,1478.43691264
604,8,1542.02254261
604,9,1608.34290701
604,10,1677.51562319
605,1,1311.37548452
605,2,1356.23474874
605,3,1402.6285495
605,4,1450.60937989
605,5,1500.23152871
605,6,1551.55114185
605,7,1604.62628581
605,8,1659.51701343
605,9,1716.28543183
605,10,1774.99577267
606,1,2694.99173764
606,2,2783.81773321
606,3,2875.57140287
606,4,2970.34924175
606,5,3068.25092542
606,6,3169.37941472
606,7,3273.84106405
606,8,3381.74573322
606,9,3493.20690296
606,10,3608.3417943
607,1,4428.24230043
607,2,4641.26150799
607,3,4864.52793776
607,4,5098.53452914
607,5,5343.79793422
607,6,5600.85965852
607,7,5870.28725648
607,8,6152.67558456
607,9,6448.64811464
607,10,6758.85831049
608,1,1573.09445714
608,2,1650.85134829
608,3,1732.45170485
608,4,1818.08550644
608,5,1907.95212328
608,6,2002.26078027
608,7,2101.23104416
608,8,2205.09333472
608,9,2314.08946119
608,10,2428.47318528
609,1,3872.52501791
609,2,4055.2866453
609,3,4246.6736043
609,4,4447.09296256
609,5,4656.97099904
609,6,4876.75411073
609,7,5106.90976202
609,8,5347.92747908
609,9,5600.31989094
609,10,5864.62381988
610,1,2210.88183904
610,2,2299.15263696
610,3,2390.94770001
610,4,2486.40773661
610,5,2585.67907306
610,6,2688.91387779
610,7,2796.27039471
610,8,2907.91318565
610,9,3024.01338271
610,10,3144.74895053
611,1,1823.24203509
611,2,1890.90530064
611,3,1961.07965217
611,4,2033.85827986
611,5,2109.33783234
611,6,2187.61854502
611,7,2268.80437316
611,8,2353.00313001
611,9,2440.32662988
611,10,2530.89083672
612,1,3130.16194516
612,2,3242.19516974
612,3,3358.23823266
612,4,3478.4346521
612,5,3602.93308297
612,6,3731.88750076
612,7,3865.45739196
612,8,4003.80795134
612,9,4147.11028624
612,10,4295.54162819
613,1,3432.49866674
613,2,3595.37598327
613,3,3765.98207782
613,4,3944.68369273
613,5,4131.86497284
613,6,4327.92829125
613,7,4533.29511427
613,8,4748.40690744
613,9,4973.72608451
613,10,5209.73700147
614,1,2666.13067397
614,2,2754.06926412
614,3,2844.90838563
614,4,2938.74370848
614,5,3035.67405816
614,6,3135.80151982
614,7,3239.23154571
614,8,3346.0730663
614,9,3456.43860496
614,10,3570.44439651
615,1,1634.64304385
615,2,1693.3193161
615,3,1754.10180042
615,4,1817.06610029
615,5,1882.29053299
615,6,1949.85622703
615,7,2019.84722308
615,8,2092.35057848
615,9,2167.45647554
615,10,2245.2583337
616,1,3228.67890649
616,2,3350.80921929
616,3,3477.55932047
616,4,3609.10396145
616,5,3745.62450391
616,6,3887.30916985
616,7,4034.35330109
616,8,4186.95962859
616,9,4345.33855196
616,10,4509.70842953
617,1,2129.96381533
617,2,2226.07745565
617,3,2326.52817992
617,4,2431.51169704
617,5,2541.23254723
617,6,2655.90450046
617,7,2775.750973
617,8,2901.00546264
617,9,3031.91200368
617,10,3168.72564235
618,1,3888.98421001
618,2,4065.64467358
618,3,4250.33009115
618,4,4443.40500318
618,5,4645.2505097
618,6,4856.26502252
618,7,5076.86505167
618,8,5307.4860275
618,9,5548.58316017
618,10,5800.63233813
619,1,2436.06562139
619,2,2541.50565813
619,3,2651.50944768
619,4,2766.27452261
619,5,2886.00696526
619,6,3010.9217778
619,7,3141.24326835
619,8,3277.20545373
619,9,3419.05247969
619,10,3567.03905932
620,1,1987.58614303
620,2,2054.34148516
620,3,2123.33888141
620,4,2194.65363371
620,5,2268.36357312
620,6,2344.54914472
620,7,2423.29349541
620,8,2504.68256473
620,9,2588.80517854
620,10,2675.75314606
621,1,1510.12311403
621,2,1581.4645073
621,3,1656.17621809
621,4,1734.4174673
621,5,1816.35499775
621,6,1902.16342953
621,7,1992.02563217
621,8,2086.13311434
621,9,2184.68643198
621,10,2287.8956157
622,1,3102.75600497
622,2,3201.56129909
622,3,3303.51298504
622,4,3408.71125767
622,5,3517.25950248
622,6,3629.26439718
622,7,3744.83601662
622,8,3864.08794087
622,9,3987.13736689
622,10,4114.10522373
623,1,1796.74523852
623,2,1885.68542766
623,3,1979.0282205
623,4,2076.99154912
623,5,2179.80413337
623,6,2287.70601493
623,7,2400.94911768
623,8,2519.79783593
623,9,2644.52965173
623,10,2775.43578264
624,1,4913.15657269
624,2,5102.32667676
624,3,5298.78035256
624,4,5502.79803771
624,5,5714.67096748
624,6,5934.7015905
624,7,6163.20400049
624,8,6400.50438466
624,9,6646.94148934
624,10,6902.86710349
625,1,1066.17897519
625,2,1105.77588242
625,3,1146.8433824
625,4,1189.43609158
625,5,1233.61065484
625,6,1279.42582077
625,7,1326.94251986
625,8,1376.22394549
625,9,1427.33563796
625,10,1480.34557172
626,1,3423.72004984
626,2,3532.80861352
626,3,3645.3730206
626,4,3761.52402042
626,5,3881.3758911
626,6,4005.04655194
626,7,4132.65767944
626,8,4264.33482707
626,9,4400.20754873
626,10,4540.40952623
627,1,4982.52541051
627,2,5187.12065742
627,3,5400.11710885
627,4,5621.85973978
627,5,5852.70769072
627,6,6093.03484942
627,7,6343.23045641
627,8,6603.69973543
627,9,6874.86454977
627,10,7157.16408546
628,1,1080.69953539
628,2,1119.76173135
628,3,1160.23584162
628,4,1202.17290027
628,5,1245.62578599
628,6,1290.64928877
628,7,1337.30017903
628,8,1385.63727915
628,9,1435.72153768
628,10,1487.61610615
629,1,4473.07787625
629,2,4626.22559237
629,3,4784.61672782
629,4,4948.43080498
629,5,5117.8534927
629,6,5293.07681667
629,7,5474.2993771
629,8,5661.7265738
629,9,5855.570839
629,10,6056.05187809
630,1,3744.93427886
630,2,3930.64258772
630,3,4125.56002374
630,4,4330.14326021
630,5,4544.87161646
630,6,4770.24818092
630,7,5006.80098974
630,8,5255.08426399
630,9,5515.67970811
630,10,5789.19787279
631,1,1905.46106474
631,2,1970.03899578
631,3,2036.8055358
631,4,2105.83485887
631,5,2177.20365293
631,6,2250.99120491
631,7,2327.27948889
631,8,2406.1532571
631,9,2487.70013412
631,10,2572.01071422
632,1,2481.48709182
632,2,2560.4067305
632,3,2641.83627922
632,4,2725.85556157
632,5,2812.54693979
632,6,2901.99539551
632,7,2994.28861308
632,8,3089.5170655
632,9,3187.77410311
632,10,3289.15604511
633,1,3193.40778428
633,2,3331.54305021
633,3,3475.65354793
633,4,3625.99774434
633,5,3782.84528669
633,6,3946.4774862
633,7,4117.18782258
633,8,4295.28247042
633,9,4481.08084833
633,10,4674.91619178
634,1,1990.62878423
634,2,2060.63596288
634,3,2133.1051802
634,4,2208.12302211
634,5,2285.77911957
634,6,2366.16625575
634,7,2449.38047685
634,8,2535.52120684
634,9,2624.69136628
634,10,2716.9974953
635,1,4984.07521685
635,2,5156.94535339
635,3,5335.81140346
635,4,5520.88133232
635,5,5712.37031838
635,6,5910.50100339
635,7,6115.50375133
635,8,6327.61691625
635,9,6547.08711938
635,10,6774.16953587
636,1,3548.93002264
636,2,3694.60378574
636,3,3846.25705396
636,4,4004.13526945
636,5,4168.4939491
636,6,4339.59909801
636,7,4517.72764011
636,8,4703.16786626
636,9,4896.21990087
636,10,5097.19618763
637,1,1063.82515699
637,2,1107.36200062
637,3,1152.68058137
637,4,1199.85381646
637,5,1248.9576073
637,6,1300.0709615
637,7,1353.27612007
637,8,1408.65868971
637,9,1466.30778055
637,10,1526.31614954
638,1,3443.95115421
638,2,3593.09286658
638,3,3748.69322176
638,4,3911.03191393
638,5,4080.40074951
638,6,4257.10417173
638,7,4441.45980789
638,8,4633.79904022
638,9,4834.46760161
638,10,5043.82619708
639,1,1453.04411091
639,2,1507.02154765
639,3,1563.00412907
639,4,1621.06634195
639,5,1681.28544009
639,6,1743.7415471
639,7,1808.517763
639,8,1875.70027481
639,9,1945.3784712
639,10,2017.64506143
640,1,1098.91144237
640,2,1133.90268373
640,3,1170.00810674
640,4,1207.26318888
640,5,1245.70453729
640,6,1285.36992473
640,7,1326.29832672
640,8,1368.52995984
640,9,1412.10632121
640,10,1457.07022932
641,1,3573.9619181
641,2,3698.09026983
641,3,3826.52976088
641,4,3959.43012271
641,5,4096.94628718
641,6,4239.23856713
641,7,4386.47284327
641,8,4538.82075756
641,9,4696.45991331
641,10,4859.57408223
642,1,2628.55098627
642,2,2722.33265856
642,3,2819.46028156
642,4,2920.05323241
642,5,3024.23514736
642,6,3132.1340738
642,7,3243.88262759
642,8,3359.61815607
642,9,3479.48290686
642,10,3603.62420274
643,1,5158.89799617
643,2,5376.61182524
643,3,5603.51352958
643,4,5839.99085238
643,5,6086.4479002
643,6,6343.30583357
643,7,6611.00358665
643,8,6889.99861734
643,9,7180.76768902
643,10,7483.80768523
644,1,2749.4808186
644,2,2873.29713868
644,3,3002.68923183
644,4,3137.90818972
644,5,3279.21641131
644,6,3426.88811211
644,7,3581.20985623
644,8,3742.48111254
644,9,3911.01483577
644,10,4087.13807382
645,1,4681.91689169
645,2,4890.75095509
645,3,5108.89993523
645,4,5336.77931832
645,5,5574.82312309
645,6,5823.4847274
645,7,6083.23773175
645,8,6354.57686133
645,9,6638.01890821
645,10,6934.10371569
646,1,4426.56337339
646,2,4586.71893694
646,3,4752.66901926
646,4,4924.6232693
646,5,5102.79892126
646,6,5287.42106896
646,7,5478.72295026
646,8,5676.94624171
646,9,5882.34136381
646,10,6095.16779747
647,1,5121.79863089
647,2,5336.21261501
647,3,5559.60261711
647,4,5792.34440045
647,5,6034.82945888
647,6,6287.46567538
647,7,6550.67800812
647,8,6824.90920533
647,9,7110.62055
647,10,7408.29263584
648,1,1433.27569939
648,2,1485.37905311
648,3,1539.37650123
648,4,1595.33689908
648,5,1653.33160505
648,6,1713.43457162
648,7,1775.72243961
648,8,1840.27463598
648,9,1907.17347501
648,10,1976.50426338
649,1,1282.6485726
649,2,1329.9816983
649,3,1379.06154156
649,4,1429.95256089
649,5,1482.72159346
649,6,1537.43794294
649,7,1594.17347048
649,8,1653.00268908
649,9,1714.00286148
649,10,1777.25410163
650,1,4870.85448055
650,2,5044.69984494
650,3,5224.74991341
650,4,5411.22613768
650,5,5604.35787327
650,6,5804.38266163
650,7,6011.54652228
650,8,6226.10425539
650,9,6448.31975521
650,10,6678.46633462
651,1,5038.77770955
651,2,5280.63244722
651,3,5534.09589587
651,4,5799.72525845
651,5,6078.1044829
651,6,6369.84554591
651,7,6675.58979825
651,8,6996.00937469
651,9,7331.80867158
651,10,7683.72589539
652,1,4312.06164368
652,2,4466.4606339
652,3,4626.3880813
652,4,4792.04193951
652,5,4963.62725013
652,6,5141.35639654
652,7,5325.44936681
652,8,5516.13402594
652,9,5713.64639796
652,10,5918.23095801
653,1,2925.99956135
653,2,3066.43031268
653,3,3213.60091326
653,4,3367.83483616
653,5,3529.47107926
653,6,3698.86491035
653,7,3876.38864799
653,8,4062.43247981
653,9,4257.40532018
653,10,4461.73570893
654,1,3458.2808623
654,2,3590.42525445
654,3,3727.61901681
654,4,3870.0550909
654,5,4017.93379072
654,6,4171.46308449
654,7,4330.85888709
654,8,4496.34536372
654,9,4668.15524517
654,10,4846.5301551
655,1,2924.62134188
655,2,3063.54226123
655,3,3209.06199102
655,4,3361.49397792
655,5,3521.16655746
655,6,3688.42366126
655,7,3863.62555788
655,8,4047.1496288
655,9,4239.39118129
655,10,4440.76429991
656,1,1256.7461043
656,2,1304.22028957
656,3,1353.4878349
656,4,1404.61648532
656,5,1457.67654497
656,6,1512.74097375
656,7,1569.88548767
656,8,1629.18866294
656,9,1690.73204403
656,10,1754.60025578
657,1,2387.17375127
657,2,2504.87846978
657,3,2628.38687173
657,4,2757.98512016
657,5,2893.97348801
657,6,3036.66705383
657,7,3186.39643175
657,8,3343.50853759
657,9,3508.36739256
657,10,3681.35496674
658,1,3554.43468687
658,2,3693.07393838
658,3,3837.12075643
658,4,3986.7860609
658,5,4142.28899854
658,6,4303.85726379
658,7,4471.72743225
658,8,4646.14530705
658,9,4827.36627875
658,10,5015.65569933
659,1,1757.42723082
659,2,1843.91072934
659,3,1934.65010564
659,4,2029.8547927
659,5,2129.74452973
659,6,2234.5498694
659,7,2344.51270992
659,8,2459.88685339
659,9,2580.93859158
659,10,2707.94732055
660,1,4116.37563779
660,2,4243.56333369
660,3,4374.68087259
660,4,4509.8496787
660,5,4649.194928
660,6,4792.84566415
660,7,4940.93491801
660,8,5093.59983081
660,9,5250.98178117
660,10,5413.22651603
661,1,5230.20622157
661,2,5479.77907054
661,3,5741.260935
661,4,6015.22008451
661,5,6302.25190507
661,6,6602.98019307
661,7,6918.05851095
661,8,7248.1716076
661,9,7594.03690646
661,10,7956.4060647
662,1,3131.30559511
662,2,3244.56476836
662,3,3361.92052048
662,4,3483.52102452
662,5,3609.51981296
662,6,3740.07597154
662,7,3875.35434012
662,8,4015.5257208
662,9,4160.7670936
662,10,4311.26183989
663,1,3759.49347212
663,2,3898.97687362
663,3,4043.63533912
663,4,4193.66087202
663,5,4349.25259934
663,6,4510.61703609
663,7,4677.96835928
663,8,4851.52869227
663,9,5031.52839955
663,10,5218.20639252
664,1,1892.03514751
664,2,1970.1689595
664,3,2051.52939896
664,4,2136.24971325
664,5,2224.46865235
664,6,2316.33069609
664,7,2411.98629073
664,8,2511.59209541
664,9,2615.3112387
664,10,2723.31358575
665,1,2935.06475854
665,2,3035.44930825
665,3,3139.26719203
665,4,3246.63583614
665,5,3357.67668304
665,6,3472.51532874
665,7,3591.28166486
665,8,3714.11002555
665,9,3841.13933944
665,10,3972.51328676
666,1,2337.14578163
666,2,2411.58958261
666,3,2488.40460045
666,4,2567.66636421
666,5,2649.45280873
666,6,2733.84435124
666,7,2820.92397048
666,8,2910.77728826
666,9,3003.49265366
666,10,3099.16122988
667,1,3765.26453528
667,2,3944.69032293
667,3,4132.66627033
667,4,4329.59981742
667,5,4535.91781984
667,6,4752.06747411
667,7,4978.51728701
667,8,5215.758091
667,9,5464.30410813
667,10,5724.69406464
668,1,3920.66954251
668,2,4045.17096357
668,3,4173.62594503
668,4,4306.16003277
668,5,4442.90275938
668,6,4583.9877708
668,7,4729.5529569
668,8,4879.74058626
668,9,5034.69744524
668,10,5194.5749814
669,1,2647.81015811
669,2,2772.20191118
669,3,2902.43747755
669,4,3038.79139436
669,5,3181.55109622
669,6,3331.01752119
669,7,3487.50574513
669,8,3651.34564587
669,9,3822.88259862
669,10,4002.47820398
670,1,3233.6305807
670,2,3355.70177549
670,3,3482.38121981
670,4,3613.84287742
670,5,3750.26727929
670,6,3891.84177153
670,7,4038.76077268
670,8,4191.22604065
670,9,4349.44694983
670,10,4513.64077859
671,1,2504.8422753
671,2,2593.73080784
671,3,2685.77369914
671,4,2781.08288694
671,5,2879.77428125
671,6,2981.96790533
671,7,3087.7880417
671,8,3197.36338323
671,9,3310.82718968
671,10,3428.31744975
672,1,2154.60327035
672,2,2230.80982826
672,3,2309.71174987
672,4,2391.40436802
672,5,2475.98638734
672,6,2563.56000361
672,7,2654.23102716
672,8,2748.10901075
672,9,2845.30738195
672,10,2945.94358015
673,1,1297.57952149
673,2,1343.74510342
673,3,1391.55317502
673,4,1441.06217316
673,5,1492.33261379
673,6,1545.42716592
673,7,1600.41072821
673,8,1657.3505083
673,9,1716.31610495
673,10,1777.37959312
674,1,1438.72915557
674,2,1494.54265926
674,3,1552.52137048
674,4,1612.74928545
674,5,1675.31365891
674,6,1740.30513053
674,7,1807.81785623
674,8,1877.94964455
674,9,1950.80209841
674,10,2026.48076226
675,1,2868.83779375
675,2,2955.19938486
675,3,3044.16074806
675,4,3135.80014516
675,5,3230.19819393
675,6,3327.43793897
675,7,3427.60492484
675,8,3530.78727124
675,9,3637.0757506
675,10,3746.56386788
676,1,3468.86903077
676,2,3613.52923503
676,3,3764.22211867
676,4,3921.19925898
676,5,4084.72272461
676,6,4255.06551312
676,7,4432.51200671
676,8,4617.35844703
676,9,4809.91342969
676,10,5010.4984195
677,1,2520.33401758
677,2,2629.17365901
677,3,2742.71349789
677,4,2861.15651044
677,5,2984.71443827
677,6,3113.60816703
677,7,3248.06812118
677,8,3388.334676
677,9,3534.65858727
677,10,3687.30143958
678,1,2175.79615544
678,2,2273.81792028
678,3,2376.2556624
678,4,2483.30832593
678,5,2595.18381764
678,6,2712.0994107
678,7,2834.28216665
678,8,2961.96937638
678,9,3095.40902097
678,10,3234.86025329
679,1,1541.72377062
679,2,1614.75012561
679,3,1691.23549746
679,4,1771.34372837
679,5,1855.24642117
679,6,1943.12330698
679,7,2035.16263018
679,8,2131.56155165
679,9,2232.52657114
679,10,2338.27396961
680,1,4275.69227606
680,2,4473.0962661
680,3,4679.61418033
680,4,4895.66679858
680,5,5121.69432758
680,6,5358.15729796
680,7,5605.53750252
680,8,5864.3389779
680,9,6135.08903156
680,10,6418.33931617
681,1,2517.94151538
681,2,2632.90260584
681,3,2753.112449
681,4,2878.81068598
681,5,3010.24789915
681,6,3147.68611164
681,7,3291.39930975
681,8,3441.67398908
681,9,3598.80972571
681,10,3763.11977338
682,1,4608.63112308
682,2,4795.54771474
682,3,4990.0452586
682,4,5192.43122248
682,5,5403.02554445
682,6,5622.16113861
682,7,5850.1844214
682,8,6087.45585915
682,9,6334.35053801
682,10,6591.25875682
683,1,2190.75004184
683,2,2287.60045083
683,3,2388.73249923
683,4,2494.33547313
683,5,2604.60702676
683,6,2719.75355236
683,7,2839.99056656
683,8,2965.54311369
683,9,3096.64618704
683,10,3233.54516865
684,1,3293.87057681
684,2,3429.0718637
684,3,3569.82266676
684,4,3716.35077321
684,5,3868.89332016
684,6,4027.69717828
684,7,4193.0193514
684,8,4365.1273924
684,9,4544.29983624
684,10,4730.82665069
685,1,1260.57608381
685,2,1316.53029252
685,3,1374.96818589
685,4,1436.00000922
685,5,1499.74090139
685,6,1566.31111201
685,7,1635.83622834
685,8,1708.44741216
685,9,1784.28164724
685,10,1863.48199776
686,1,4460.50338887
686,2,4619.47770655
686,3,4784.11793937
686,4,4954.62602306
686,5,5131.21109042
686,6,5314.08972784
686,7,5503.48624096
686,8,5699.63292974
686,9,5902.77037344
686,10,6113.14772567
687,1,4187.97348243
687,2,4323.17522541
687,3,4462.74173131
687,4,4606.8139092
687,5,4755.53721721
687,6,4909.06180931
687,7,5067.54268695
687,8,5231.13985557
687,9,5400.01848607
687,10,5574.34908165
688,1,5089.27503861
688,2,5303.17780889
688,3,5526.07093531
688,4,5758.33228351
688,5,6000.35560083
688,6,6252.55118388
688,7,6515.34657407
688,8,6789.18728241
688,9,7074.5375448
688,10,7371.88110902
689,1,2822.04984721
689,2,2958.38237004
689,3,3101.30108298
689,4,3251.12416321
689,5,3408.18515901
689,6,3572.83373227
689,7,3745.43643695
689,8,3926.37753515
689,9,4116.05985259
689,10,4314.90567538
690,1,1109.10470053
690,2,1150.71397263
690,3,1193.88426193
690,4,1238.67413171
690,5,1285.14434229
690,6,1333.35793348
690,7,1383.38031011
690,8,1435.27933074
690,9,1489.12539972
690,10,1544.99156268
691,1,3948.48197197
691,2,4086.63430747
691,3,4229.62041654
691,4,4377.60942673
691,5,4530.77638317
691,6,4689.30245556
691,7,4853.37515254
691,8,5023.18854338
691,9,5198.94348765
691,10,5380.84787268
692,1,1832.5704286
692,2,1902.72769165
692,3,1975.57082232
692,4,2051.20264509
692,5,2129.72992094
692,6,2211.26349803
692,7,2295.91846817
692,8,2383.81432931
692,9,2475.0751542
692,10,2569.82976552
693,1,3294.89406753
693,2,3396.8482216
693,3,3501.9571507
693,4,3610.31847327
693,5,3722.03282837
693,6,3837.20396913
693,7,3955.93885913
693,8,4078.34777173
693,9,4204.54439248
693,10,4334.64592474
694,1,4208.80395576
694,2,4356.62339843
694,3,4509.63447936
694,4,4668.01953658
694,5,4831.96731213
694,6,5001.67317693
694,7,5177.33936362
694,8,5359.17520755
694,9,5547.39739625
694,10,5742.23022762
695,1,3755.08602409
695,2,3919.03030804
695,3,4090.13227841
695,4,4268.7044345
695,5,4455.07291911
695,6,4649.57811419
695,7,4852.57526252
695,8,5064.43511649
695,9,5285.5446153
695,10,5516.30759161
696,1,1403.79413738
696,2,1459.73183715
696,3,1517.89851492
696,4,1578.38298991
696,5,1641.27762058
696,6,1706.67844562
696,7,1774.68533064
696,8,1845.40212063
696,9,1918.93679856
696,10,1995.40165024
697,1,1555.59537162
697,2,1612.17652246
697,3,1670.8156806
697,4,1731.58770125
697,5,1794.57016231
697,6,1859.84346339
697,7,1927.49092844
697,8,1997.59891214
697,9,2070.25691012
697,10,2145.55767319
698,1,3685.57852887
698,2,3840.39838634
698,3,4001.72175149
698,4,4169.82181674
